Preor	hallway112
Or	hallway112
Recovery	hallway112
hallway112	SuitesIntersection18
hallway112	SuitesIntersection17
Lab	hallway113
hallway113	SuitesIntersection18
Pulmonary Lab	hallway114
hallway114	SuitesIntersection14
Vascular Lab	hallway115
hallway115	SuitesIntersection14
Linen	hallway116
hallway116	SuitesIntersection17
hallway116	SuitesIntersection18
Mat Mgnt	hallway117
hallway117	SuitesIntersection17
hallway117	SuitesIntersection18
Center for Preoperative Evaluation (Employee)	hallway118
hallway118	SuitesIntersection14
hallway118	SuitesIntersection15
Cardiology Rehab	hallway119
hallway119	SuitesIntersection14
hallway119	SuitesIntersection15
Blood Draw (Employee)	hallway120
hallway120	SuitesIntersection10
hallway120	SuitesIntersection12
Auditorium	hallway121
hallway121	SuitesIntersection10
hallway121	SuitesIntersection12
Special Test	hallway122
hallway122	SuitesIntersection10
hallway122	SuitesIntersection14
GI Endoscopy (Employee)	hallway123
hallway123	SuitesIntersection14
Ed	hallway124
hallway124	SuitesIntersection10
Emt	hallway125
hallway125	SuitesIntersection13
SuitesIntersection13	SuitesIntersection10
Admit	hallway126
hallway126	SuitesIntersection12
hallway126	SuitesIntersection15
Patient Center	hallway127
hallway127	SuitesIntersection12
Mri/Ct	hallway128
hallway128	SuitesIntersection16
ORL	hallway28
hallway28	SuitesIntersection25
Suite21	hallway29
hallway29	SuitesIntersection25
Food Services	hallway210
hallway210	SuitesIntersection20
hallway210	SuitesIntersection21
Matmang	hallway211
hallway211	SuitesIntersection23
Pharm	hallway212
hallway212	SuitesIntersection22
hallway212	SuitesIntersection23
Morgue	hallway213
hallway213	SuitesIntersection22
hallway213	SuitesIntersection23
Censterile	hallway214
hallway214	SuitesIntersection22
hallway214	SuitesIntersection23
Bio Engineering	hallway215
hallway215	SuitesIntersection22
hallway215	SuitesIntersection23

Outpatient Psych (Employee)	hallway216
Inpatient Psych (Employee)	hallway216

Hazard Storage	hallway218
hallway218	SuitesIntersection22
hallway218	SuitesIntersection21

Security	hallway219
hallway219	SuitesIntersection22
hallway219	SuitesIntersection21

Censtrlsup	hallway220
hallway220	SuitesIntersection22
hallway220	SuitesIntersection21

CenstrlsupInternal	Censtrlsup
hallway221	Censtrlsup

hallway221	SuitesIntersection20

Laundry	hallway222
hallway222	SuitesIntersection21

Physical Therapy	hallway223
hallway223	SuitesIntersection20
hallway223	SuitesIntersection21

OT	hallway224
hallway224	SuitesIntersection20
hallway224	SuitesIntersection21

Housekeeping	hallway225
hallway225	SuitesIntersection20
hallway225	SuitesIntersection21

hallway226	SuitesIntersection22
hallway226	SuitesIntersection23

Mail	hallway227
hallway227	hallway221

Mech 2	hallway228
hallway228	SuitesIntersection22

hallway28	Hillside Elevators 21

SuitesIntersection20	SuitesIntersection21
SuitesIntersection21	SuitesIntersection22
SuitesIntersection22	SuitesIntersection23
SuitesIntersection20	SuitesIntersection24
SuitesIntersection24	SuitesIntersection25

hallway312	hallway35
hallway313	intersection321
hallway313	intersection322
hallway314	intersection322
hallway314	intersection321

hallway414	SuitesIntersection40
hallway415	SuitesIntersection40
hallway417	SuitesIntersection40
hallway418	SuitesIntersection40
hallway419	SuitesIntersection40
hallway420	SuitesIntersection40
hallway421	SuitesIntersection40
hallway422	SuitesIntersection40
hallway423	SuitesIntersection40
hallway424	SuitesIntersection40
hallway425	SuitesIntersection40
hallway426	SuitesIntersection40
hallway427	SuitesIntersection40
hallway428	SuitesIntersection40
hallway428	SuitesIntersection41
hallway429	SuitesIntersection40
hallway430	SuitesIntersection41
hallway431	SuitesIntersection40
hallway431	SuitesIntersection41
hallway433	SuitesIntersection41

SuitesIntersection41	Hillside Elevators 41

hallway519	SuitesIntersection50
hallway520	SuitesIntersection50
hallway521	SuitesIntersection50
hallway522	SuitesIntersection52
hallway522	SuitesIntersection53
hallway523	SuitesIntersection52
hallway523	SuitesIntersection53
hallway524	SuitesIntersection52
hallway524	SuitesIntersection53
hallway525	SuitesIntersection52
hallway525	SuitesIntersection53

SuitesIntersection53	Hillside Elevators 51

hallway63	SuitesIntersection63
hallway64	SuitesIntersection63
hallway65	SuitesIntersection63
hallway66	SuitesIntersection63
hallway67	SuitesIntersection63
hallway68	SuitesIntersection60
hallway69	SuitesIntersection60

SuitesIntersection60	SuitesIntersection61
SuitesIntersection61	SuitesIntersection62
SuitesIntersection62	SuitesIntersection63

hallway73	SuitesIntersection70
SuitesIntersection70	SuitesIntersection71
SuitesIntersection71	hallway74
